nerc_region_abbr,nerc_region_desc,sector,year,load_multiplier,scenario,sector_abbr
MISS,Midcontinent / South,Residential,2026,1.106533501705113,AEO2022 Reference case,res
MISS,Midcontinent / South,Industrial,2025,1.042069768991365,AEO2022 Reference case,ind
MISS,Midcontinent / South,Commercial,2025,1.0081897655031855,AEO2022 Reference case,com
MISS,Midcontinent / South,Residential,2025,1.0928560909354181,AEO2022 Reference case,res
MISS,Midcontinent / South,Industrial,2024,1.0293732347664042,AEO2022 Reference case,ind
MISS,Midcontinent / South,Commercial,2024,1.0069359199498593,AEO2022 Reference case,com
MISS,Midcontinent / South,Industrial,2026,1.0300929930867888,AEO2023 High Oil Price,ind
MISS,Midcontinent / South,Commercial,2026,0.9928497425384555,AEO2023 High Oil Price,com
MISS,Midcontinent / South,Residential,2026,1.0307293334913914,AEO2023 High Oil Price,res
MISS,Midcontinent / South,Industrial,2025,1.0143241876599407,AEO2023 High Oil Price,ind
MISS,Midcontinent / South,Commercial,2025,0.9915794361783308,AEO2023 High Oil Price,com
MISS,Midcontinent / South,Residential,2025,1.0154131937100126,AEO2023 High Oil Price,res
MISS,Midcontinent / South,Residential,2024,1.0778438774104746,AEO2022 Reference case,res
MISS,Midcontinent / South,Industrial,2023,1.0178831398108785,AEO2022 Reference case,ind
MISS,Midcontinent / South,Commercial,2023,1.006700012407214,AEO2022 Reference case,com
MISS,Midcontinent / South,Residential,2023,1.0640579276098951,AEO2022 Reference case,res
MISS,Midcontinent / South,Residential,2022,1,AEO2022 Reference case,res
MISS,Midcontinent / South,Commercial,2022,1,AEO2022 Reference case,com
MISS,Midcontinent / South,Industrial,2022,1,AEO2022 Reference case,ind
MISS,Midcontinent / South,Commercial,2024,0.9971069444767929,AEO2023 High Oil Price,com
MISS,Midcontinent / South,Residential,2024,1.003867490651545,AEO2023 High Oil Price,res
MISS,Midcontinent / South,Industrial,2023,0.9967492117429381,AEO2023 High Oil Price,ind
MISS,Midcontinent / South,Commercial,2023,0.9888096959624226,AEO2023 High Oil Price,com
MISS,Midcontinent / South,Residential,2023,0.9631091927478906,AEO2023 High Oil Price,res
MISS,Midcontinent / South,Residential,2022,1,AEO2023 High Oil Price,res
MISS,Midcontinent / South,Commercial,2022,1,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2050,1.1489251861711784,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2050,1.0213595326456404,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2050,1.2891698251983579,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2049,1.1383198480245351,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2049,1.0149183994576851,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2049,1.2741452669895716,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2050,1.1873398820970733,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2050,0.9394394050323255,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2050,1.267142022937264,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2049,1.1805574107938148,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2049,0.9351110077161713,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2048,1.133662231580714,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2048,1.0084937024496223,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2048,1.2606130059627427,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2047,1.132828684063407,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2047,1.0026715545496863,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2047,1.2469688666938195,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2046,1.1272022870366636,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2048,1.1728712478636782,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2048,0.9309532230775438,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2048,1.2360142623814871,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2047,1.1682729707697683,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2047,0.9288114881463368,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2046,0.997030225407558,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2046,1.2337067506905854,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2045,1.1207337036848672,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2045,0.9934638444976969,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2045,1.221432523647412,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2044,1.1157715205529253,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2046,1.164226502034817,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2046,0.9295468883313767,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2046,1.2076887594007546,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2045,1.1548122082720895,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2045,0.9238809430332499,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2044,0.9882445158327373,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2044,1.209866973396828,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2043,1.1085179748582115,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2043,0.9816925059622191,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2043,1.1986318152585336,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2042,1.101167063954393,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2044,1.1489501729515705,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2044,0.9238501781684704,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2044,1.177453548972475,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2043,1.1424804308209457,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2043,0.9234232536437188,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2042,0.9782882219415396,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2042,1.189444155718699,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2041,1.0947743462224995,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2041,0.9764092195706987,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2041,1.1808073788846587,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2040,1.087776262413983,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2042,1.1353140983069947,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2042,0.9213594646400781,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2042,1.151755328965776,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2041,1.127901888146444,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2041,0.9208482261915559,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2040,0.9746628494833658,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2040,1.1724292090261998,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2039,1.0841397790270924,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2039,0.9729401674429075,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2039,1.1631321206622849,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2038,1.0801671615794155,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2040,1.1215718291949806,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2040,0.9221515565315865,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2040,1.1261268881608733,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2039,1.1146899618845585,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2039,0.9211519465300033,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2038,0.971017570754222,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2038,1.15347713794873,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2037,1.0728804896294362,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2037,0.9687928267939572,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2037,1.1437372205912344,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2036,1.0670445527997758,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2038,1.107806709702599,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2038,0.9232860936215772,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2038,1.0997782078706106,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2037,1.100237568417375,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2037,0.919850042786525,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2037,1.0868128232902532,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Commercial,2036,0.9673427443034508,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2036,1.1347141447530416,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2035,1.0631004499130046,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2035,0.9669224892613149,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2035,1.1261494968336758,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2034,1.0584089277726174,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2036,1.0930142043755644,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2036,0.9211292450370411,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2036,1.075108420544773,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2035,1.0871230867527595,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2035,0.9259871577778365,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2034,0.9655550655870071,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2034,1.1197161433921963,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2033,1.0553980109827177,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2033,0.9703201240056787,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2033,1.1154181667919594,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2032,1.0550548619502285,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2034,1.080662849876778,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2034,0.9244201758546962,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2034,1.0511862144217192,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2033,1.0752033715327065,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2033,0.927116980896611,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2032,0.9706997145673468,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2032,1.1092875743086819,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2031,1.050118140567432,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2031,0.9700182884189263,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2031,1.102120727602629,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2030,1.0469830327970064,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2030,0.97163821836132,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2032,0.9374842854704055,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2032,1.0384558157949673,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2031,1.06565103125718,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2031,0.9370958583772531,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2031,1.0351159961003773,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2030,1.0943630769743793,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2029,1.040659945154613,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2029,0.9696591236029404,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2029,1.0855191094569279,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2028,1.034434742348858,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2028,0.972494852940657,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2030,0.9375579516083149,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2030,1.031937108432894,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2029,1.0535611656841424,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2029,0.9374261671673848,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2029,1.0273850015935224,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2028,1.0800908553599755,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2027,1.0316060849163624,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2027,0.9743511023191055,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2027,1.073879281679376,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2026,1.0296098707926653,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2026,0.9771239544376626,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2028,0.9383705534096763,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2028,1.0226615547016797,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2027,1.0356442013225524,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2027,0.9380522983266456,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2027,1.0167035797060935,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2026,1.0683195754823398,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2025,1.024417557616788,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2025,0.9810557754180327,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2025,1.0604507771401745,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2024,1.017289566924876,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2024,0.9862489225574995,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Commercial,2026,0.9458423011639188,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2026,1.0093083472714484,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2025,0.9985360019388202,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2025,0.9504965000521122,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2025,1.0002075822836491,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2024,1.0519788418412508,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2023,1.0099321606768876,AEO2022 Reference case,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2023,0.9949772613451097,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2023,1.0440412879057106,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2022,1,AEO2022 Reference case,res
ISNE,Northeast Power Coordinating Council / New England,Commercial,2024,0.9712877595555452,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2024,0.99293941449199,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Industrial,2023,0.9868950235900278,AEO2023 High Oil Price,ind
ISNE,Northeast Power Coordinating Council / New England,Commercial,2023,0.9779850101090906,AEO2023 High Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Residential,2023,0.9572164487854629,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2022,1,AEO2023 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Commercial,2022,1,AEO2022 Reference case,com
TRE,Texas Reliability Entity,Commercial,2020,1,AEO2023 Low Oil Price,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2022,1,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2050,1.1555498396693933,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2050,1.0504795291913014,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2050,1.12878151431453,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2049,1.144753673885831,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2049,1.0350148199185953,AEO2022 Reference case,com
ISNE,Northeast Power Coordinating Council / New England,Industrial,2022,1,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2050,1.1914178521181804,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2050,1.0169146223343581,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2050,1.1243527047641044,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2049,1.1155840267236008,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2048,1.139962618104498,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2048,1.0265032725783167,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2048,1.1063628445391642,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2047,1.138902892809987,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2049,1.006904866574147,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2049,1.1106092450829919,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2048,1.177281253996902,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2048,0.9976051327886788,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2048,1.0983985458863976,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2047,1.0202213089697247,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2047,1.0970935415665095,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2046,1.1333710581820053,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2046,1.0071708459393434,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2046,1.086399615430226,AEO2022 Reference case,res
PJME,PJM / East,Residential,2050,1.1845113621843923,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2047,1.1728970966504186,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2047,0.9898679572813481,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2047,1.0871692131484252,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2046,1.1686799209856893,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2046,0.9831850332807017,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2045,1.1271464581511395,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2045,1.0014733604271966,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2045,1.0791463876096032,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2044,1.1222936707992524,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2044,0.9968226062059545,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2045,1.1594888228857276,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2045,0.9780850649063044,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2045,1.0671842951587784,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2044,1.1536764392399845,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2044,0.9740436946163433,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2044,1.0718300451414298,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2043,1.1152871375413689,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2043,0.987607412086713,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2043,1.0638899085585236,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2042,1.1080439665963613,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2042,0.9887703513475266,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2043,1.1471641536515698,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2043,0.9694033707686187,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2043,1.0488779973148876,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2042,1.1404138303466114,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2042,0.965878223363783,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2043,1.0529458027577632,AEO2023 High Economic Growth,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2042,1.060008522955743,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2041,1.1017061920194797,AEO2022 Reference case,ind
MISE,Midcontinent / East,Residential,2020,1,AEO2023 Low Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2041,0.9872677658216722,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2041,1.0550270093929712,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2040,1.0946687929763192,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2040,0.982941639411994,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2042,1.04097790628713,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2041,1.132995580314636,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2041,0.963969274406107,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2040,1.0493905987510652,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2039,1.0909683282747742,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2039,0.9827368727076713,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2039,1.0452475847598117,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2038,1.086760292882007,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2040,0.9668650907740269,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2040,1.0295194464308242,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2039,1.1181590802506858,AEO2023 High Oil Price,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2039,0.9666638126567683,AEO2023 High Oil Price,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2039,1.0230700622418174,AEO2023 High Oil Price,res
PJME,PJM / East,Residential,2027,0.9978513390425668,AEO2023 High Oil Price,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2038,0.9834677150645524,AEO2022 Reference case,com
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Residential,2038,1.040452647678052,AEO2022 Reference case,res
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Industrial,2037,1.0794622494298405,AEO2022 Reference case,ind
NYCW,Northeast Power Coordinating Council / New York City and Long Island,Commercial,2037,0.9782333900620197,AEO2022 Reference case,com
